is_relevant,news
FALSE,The International Crimes Tribunal 1 ICT 1 on August 13 sentenced to death five Patuakhali men guilty of committing crimes against humanity during the Liberation War in 1971 reports The Daily Star The five who were members of notorious Razakar force were given the punishment for participating and assisting the Pakistan army in the killing of 17 people rape of 15 women and torture of several others in Itbaria village of Patuakhali Sadar upazila in May of 1971 The convicts are Esahaq Shikder 83 Abdul Goni Hawlader 72 Mohamad Awal 69 Abdus Sattar Pyada 65 and Solaiman Mridha 86 All of them are behind bars All the convicts were involved with the Muslim League ML an anti liberation political party and joined locally formed Razakar Bahini an auxiliary force of the Pakistan army to commit the crimes
FALSE,Ruling and the opposition Member of Parliaments MPs opposed Local Bodies Restructuring Commission LBRC report for restructuring the local bodies reports The Himalayan Times on January 13 They also warned that mass protests would break out if the Government failed to correct the boundaries of the local bodies on time Nepali Congress NC lawmaker Deepak Kuinkel said the LBRC report was not in sync with the ground reality Tarai Madhes Sadbhawana Party Nepal TMSP N lawmaker Mahendra Ray Yadav said the LBRC office bearers had restructured local bodies sitting in the capital after they failed to do field work in Province 2 Communist Party of Nepal Unified Marxist Leninist CPN UML lawmaker Panch Karna Rai said the LBRC recommended some places as local units even though local people had not resorted to such a demand
FALSE,Rangers Director General Major General Bilal Akbar during a meeting of the Sindh Apex Committee headed by Chief Minister Murad Ali Shah on August 31 informed the participants that 848 target killers involved in 7 224 cases have been arrested since September 4 2013 out of which 654 suspects are affiliated with Muttahida Qaumi Movement MQM reports Daily Times The MQM suspects have confessed to being involved in 5 863 incidents of target killings
FALSE,A day after the decision of Maldives Supreme Court to release nine political prisoners Maldives former Vice President Ahmed Adeeb Abdul Ghafoor was transported to Maafushi Penitentiary but once again serving a 33 years of life imprisonment for multiple conviction Ghafoor was transferred to Dhoonidhoo jail at Dhoonidhoo Prison Island reports Avas Online on February 15 Neither advocates nor Adeebs family members were informed about his transfer to Dhoonidhoo said Adeebs representative advocate Moosa Siraj
FALSE,The Garo National Liberation Army GNLA is using social media to recruit youths and threaten church leaders and NGOs non governmental organizations reports The Shillong Times on October 23 The North Garo Hills Police said that the outfit is using Facebook WhatsApp and emails to lure youngsters The Police have identified a 22 year old man Bukarstone G Momin of Bajengdoba who is recruiting people from Rari Gokol Mendal and Raja Apal areas North Garo Hills Police also said the GNLA spokesperson on Facebook under the alias Gongbin Marak threatens church leaders and social organisations for trying to dissuade youths in the region from joining the outfit The threat messages mention that GNLA chief Sohan D Shira will send his men to kill all those who are against him and responsible for mass surrender of cadres as this will make Sohan weak GNLA is also targeting Jaynie N Sangma the leader of a woman civil society in Tura North Garo Hills Superintendent of Police SP MGR Kumara has stepped up measures to check rampant use of social media by the rebels report said
FALSE,The National Investigation Agency NIA on August 31 visited District Police Lines DPL Pulwama where fidayeen suicide squad attack took place on August 26 in which eight Security Forces SFs personnel and three terrorists killed reports Daily Excelsior A four member team of NIA visited Pulwama and met the senior Police officers of the district and later went to DPL Pulwama the scene of the fidayeen attack The Police officers gave them details about the attack and investigations carried out so far Sources said that the NIA is keen to investigate the DPL attack which was carried out by Jaish e Mohammed JeM As per sources these militants had recently infiltrated into Jammu and Kashmir and carried out the attack at a time when SFs had put the militants under pressure after carrying out successful operations in which over three dozen militants including seven top commanders of Hizb ul Mujahideen HM and Lashkar e Toiba LeT including Abu Dujana the LeT chief and Yaseen Itoo the HM chief were killed However sources said that the Jammu and Kashmir may continue to investigate the DPL attack as the DIG South Kashmir SP Pani is one of the best investigators and has served in the NIA for long
FALSE,Security Forces SFs have killed three of the 10 terrorists suspected to have infiltrated into Gujarat by sea route from Pakistan and have also zeroed in on the hideouts of the remaining seven Times of India reports on March 16 Three of the terrorists were killed somewhere in western India last Friday an unnamed government official said on March 15 The official added that the whereabouts of the remaining seven were known and an operation was underway to arrest or neutralise them
FALSE,Pakistani forces are engaged in a tsunami of human rights violations in Balochistan said Switzerland based Baloch Republican Party BRP President Brahamdagh Bugti while seeking help from the international community including India in Baloch nationalist movement on August 26 reports The Times of India Brahamdagh Bugti Pak forces are engaged in tsunami of human rights violations We do not want to live with Pakistan anymore said Bugti as he demanded a referendum of Baloch people under the supervision of the United Nations
FALSE,President Maithripala Sirisena while addressing the Sri Lanka Freedom Party SLFP executive committee meeting on November 8 said that he had used only one trump card and there were more trump cards still in his hand reports Daily Mirror He said he would not to roll back any decision that he had taken already He also said that he would be going to make a request to the United National Party UNP to support the Governments work plan when Parliament meets on November 14 If they do not do so other trump cards will be played in accordance with the constitution and the law of the country the President added
FALSE,after protesting outside the countrys main administrative centre Singha Durbar for two consecutive days the Federal Alliance on May 16 decided to picket the Prime Ministers official residence in Baluwatar on May 17 reports The Himalayan Times As part of their plan to gherao Singha Durbar the Federal Alliance had staged demonstrations at Maitighar Mandala and Hanumansthan for two days According to Federal Alliance spokesperson Sitaram Tamang the Federal Alliance will picket the Prime Ministers residence in Baluwatar from 10 00am to 5 00pm on May 17
FALSE,The conflict survivors at a discussion programme held at Mahendranagar of Kanchanpur District on June 16 said that that are still fearful of lodging complaints for no assurance of maintaining confidentiality of personal information reports Republica The participants said that most of the conflict victim families have not yet registered their complaints after it was public that the responsible agencies were disclosing the names of the complainants Many victim families have not come to lodge their complaints with the rise in threats and intimidations after the disclosure of confidentialities of personal information of complainant said Conflict Victim Society Kanchanpur Chairperson Dharma Singh Chaudhary
FALSE,Election Commission EC has said that the local elections will not happen in May June if issues related to the elections are not settled within the next 10 days reports Republica on January 19 If the electoral laws and other technical issues are not settled within the next 10 days we will not be able to hold any type of election during this summer window Going by the working style that obtains we are not so hopeful that the long standing issues will be sorted out within a short time said Election Commissioner Ila Sharma
FALSE,Security Forces SFs arrested two Peoples Liberation Front of India PLFI cadres Gaganpreet Singh 24 and Markus Aind 25 near Birsa Chowk in Ranchi District on May 6 reports The Telegraph SFs recovered INR 45 000 in cash 13 SIMs seven mobile phones PLFI letter head and a bike from them PLFI is a splinter group of the Communist Party of India Maoist CPI Maoist
FALSE,Meanwhile during question hour in the Senate Upper House of Parliament on January 15 the Government disclosed that five unidentified persons had been arrested in Sindh for allegedly financing terrorism but failed to explain when they had been taken into custody or if their cases were under investigation or would be tried in court reports Dawn This was revealed in a written reply to a question regarding the number of people arrested under the National Action Plan on charges of financing terrorism According to Interior Minister Chaudhry Nisar five people had been arrested in Sindh four in Khyber Pakhtunkhwa KP and 28 in Gilgit Baltistan GB on these charges No arrests have been made on this account in Azad Jammu and Kashmir Federally Administered Tribal Areas Islamabad and Balochistan It was also revealed that while cases of those arrested in GB and KP were being heard in the Anti Terrorism Courts there was no mention of the status of the cases from Sindh
FALSE,Meanwhile Security Forces SFs arrested a militant of the ULFA I identified as Abha Deka from Dillighat in Sivasagar District on December 9 reports northeast today One pistol six live rounds and thirteen extortion letters were recovered from him The arrested militant was reportedly involved in a firing incident in Dillighat in November 2015
FALSE,Chief Minister N Biren Singh on September 13 2017 reportedly said that there are at least 22 inmates from Myanmar including 10 Rohingyas who are in Sajiwa Central Jail in Imphal East District even after their jail terms expired date not specified reports Times of India Reports stated that nine of the 10 imprisoned Rohingyas have been in prison since 2012 and one from 2014
FALSE,Sanjay Pandey a munshi accountant with Raj Kumar Constructions was beheaded for not paying extortion money to the Naxals Left Wing Extremists LWEs in Jamui District on January 30 reports Hindustan Times Jamui Police claimed to have recovered the Communist Party of India Maoist CPI Maoist literature from the scene of the crime One such leaflet said those executing Government plans with the help of Police and without obtaining CPI Maoist permission would meet similar fate
FALSE,The Deputy Chief of Army staff Lieutenant General N P S Hira said on the sidelines of the Indian Military Academy IMA Passing Out Parade POP at Dehradun on December 10 that demonetisation had made an impact on terrorist activities reports The Times of India The supply of fake currency in circulation has been affected and this will no doubt have an impact on terror activities on the ground  said the officer who has had extensive experience of counter insurgency operations in Jammu and Kashmir as well as the North East He added that cash reserves of terrorists have been hit which is definitely a positive impact of demonetisation To a query about the surgical strikes and their aftermath he said that terror attacks have increased following the strikes but the Army is fully prepared to give a befitting reply to such misadventures  Terrorists have started targeting Army establishments but whenever they have indulged in such misadventures we have given them a befitting reply I must reiterate that the Indian Army is fully prepared to deal with the enemy  said the officer who has commanded an infantry division near the Line of Control LoC in Jammu and Kashmir
FALSE,In another ceasefire violation Pakistan army resorted to heavy shelling and firing in Balakote sector of Mendhar tehsil revenue unit in Poonch District in wee hours of May 17 morning reports Daily Excelsior Official sources said that since the migration from villages located close to LoC in Nowshera sector in Rajouri District continued even though there was no major incident of Pakistani shelling and firing today the administration has increased number of make shift migrant camps from four to five However on May 16 evening Pakistani troops had targeted Pukharni and surrounding villages in Nowshera sector in Rajouri District by resorting to mortar shelling and firing for over two hours adds Daily Excelsior
FALSE,Keeping a security tab on the Global Entrepreneurship Summit GES 2017 and Ivanka Trumps visit to India the United States US intelligence agencies have notified its Indian counterparts about a possible threat of Islamic State IS inspired lone wolf attack reports The Times of India on November 28 Following the alert issued by the US intelligence the Intelligence Bureau IB and Telangana Counter Intelligence Cell is keeping a close security tab on around 200 suspects who earlier had terror links and expressed jihadi ideology According to officials Ivanka Trumps security will be closely monitored by the US Secret Service officials whereas Indias Special Protection Group SPG will take care of the security measures of Indian Prime Minister Narendra Modi In addition to the existing anti sabotage and anti explosive equipments the Telangana Police will have special equipments that are recently acquired from Israel
FALSE,A militant of JMB was arrested in Atrai sub District of Naogaon District on July 8 reports The Daily Star The arrestee was identified as Monjurul Islam 42 Police arrested him from his house of Mohadighi village
FALSE,One person identified as Rajiv Chasa 24 a resident of Dewan tea estate in Cachar District was arrested for abducting a three year old boy Sun Kumar Hajam a resident of Labok tea garden by Lakhipur Police on June 25 reports The Sentinel Rajiv abducted the baby in the midnight of June 5 Soon people came to know about the incident and it was confirmed as a case of kidnapping when Rajesh received a ransom call On the same day June 5 the baby was found near a pan shop near Silchar Medical College and Hospital It has been informed that Rajesh has paid the ransom money
FALSE,Meanwhile the Deputy Inspector General DIG of Police Dantewada range Sundarraj P told reporters that IEDs planted randomly in forests pose a big challenge in the counter insurgency operations reports Firstpost on July 24 According to Police data nearly 22 security personnel sustained injuries in 31 IED blasts triggered by Naxals in the first six months this year in Bastar range Security Forces SFs recovered at least 170 IEDs of various natures like pressure IEDs pipe bombs in the same period from the region which comprises seven Districts Bastar Kanker Kondagaon Narayanpur Dantewada Sukma and Bijapur
FALSE,Nations UN High Commissioner for Human Rights Zeid Ra ad Al Hussein on June 29 presented an oral update on Sri Lanka to the ongoing 32nd session of the Nations Human Rights council UNHRC in Geneva reports Colombo Page Noting that the Government has taken some steps towards promoting reconciliation such as singing the national anthem in Tamil and the process of constitutional reform has achieved significant momentum the High Commissioner also said he is concerned that the Government has not moved fast enough with tangible measures I am however concerned that the Government has not moved fast enough with tangible measures to build confidence among victims and minority communities There are anxieties that the full promise of governance reform transitional justice and economic revival risks stalling or dissipating he said Meanwhile Minister of Foreign Affairs Mangala Samaraweera delivering a statement to the ongoing 32 nd Session of the UNHRC in Geneva on June 29 said that Sri Lanka since January 2015 has taken giant leaps to achieve reconciliation although they may seem like baby steps for some reports Colombo Page Minister Samaraweera said What we have achieved so far since January 2015 may seem like baby steps for some but for us they are giant leaps It is based on the actual results of what we have managed to achieve so far and the knowledge that our Government is working on a comprehensive strategy that will enable us to pursue different processes in a coordinated integrated and appropriately sequenced manner
FALSE,Delhi Police arrested a drugs kingpin identified as Riaz Khan who is suspected to have links with Communist Party of India Maoist CPI Maoist in West Bengal and Jharkhand reports India Today on March 26 Khan an engineering graduate from Allahabad University and masters from Bareilly University entered the narcotics business around seven years ago He struck a deal with the Maoists who operate in Jharkhand and West Bengal and grow opium in large quantity to finance their terror activities They produce crude heroin by mixing opium with acetic anhydride
FALSE,Police arrested a man identified as Shahajmal Nurshad Shaikh hailing from West Bengal for allegedly trying to circulate Fake Indian Currency Notes FICN in Pune by dropping them in the cash depositing machine of Axis Bank at Sinhagad Road reports Pune Mirror on July 20 According to the Police Shaikh had got these notes from a Mumbai based trader and now the team is trying to track him down too He was arrested following a complaint lodged by Arati Erande a senior manager of Axis Bank where Shaikh had tried depositing the fake notes During interrogation Shaikh told us that he had received the notes from a Mumbai based trader
FALSE,Frontier Corps personnel arrested six suspected militants in two separate operations conducted in Mastung and Mach Districts on November 6 reports Dawn An FC spokesperson said that four of the arrested men belonged to the Lashkar e Jhangvi LeJ They were arrested during a search operation in the Shamsabad area of Mastung District
FALSE,In the second incident Veko Budhru 25 active as Local Guerilla Squad LGS deputy commander in Bhairamgarh area committee was arrested in Dantewada District
FALSE,Prime Minister Imran Khan on September 12 lauded the contribution of the Inter Services Intelligence ISI towards national security especially in the ongoing war against terrorism reports Daily Times ISI is our first line of defence and stands out as the best intelligence agency in the world  he said during a visit to the ISI Headquarters Chief of Army Staff General Qamar Javed Bajwa and Director General DG of ISI Lieutenant General Naveed Mukhtar received Imran Khan on arrival at the headquarters The PM said that Government and people of Pakistan firmly stand behind their armed forces and the intelligence agencies and greatly acknowledge the unprecedented achievements of these institutions
FALSE,Assam Rifles AR arrested two Islamic State IS suspects identified as Nazir Mohammad and Abu Bakir both are from Tamil Nadu at a border check post at Khudengthabi along the Trans Asian Highway No 1 in Chandel District on March 14 reports The Sentinel Fourteen SIM cards and some handsets besides INR 75 130 and a huge amount in foreign currencies were recovered from the arrestees
FALSE,Former Army Commander and Minister of Regional Development Field Marshal Sarath Fonseka addressing a media briefing in Colombo on March 17 requested President Maithripala Sirisena to release the person who is imprisoned in connection with the suicide bomb attack on him at the Army Headquarters in 2006 reports Colombo Page He said if the President can release his attacker and forgive him then he should also release the Liberation Tigers of Tamil Eelam LTTE terrorist who tried to kill him in a suicide attack in 2006
FALSE,A Communist Party of India Maoist CPI Maoist deputy commander identified as Boti Kashyap was killed in a gun battle with Security Forces SFs in Kondagaon District on November 12 reports Indian Express Kashyap was gunned down in the skirmish at Kudoor village under Mardapal Police Station limits Superintendent of Police SP of Kondagaon Santosh Singh said Police had received a tip off that the Maoists will be holding a jan adalat peoples court where they were to penalize some villagers the SP said Following the alert District Police teams from Narayanpur and Kondagaon were sent to Kudoor As soon as the SFs arrived at the spot the rebels opened fire to which they fired in retaliation The Maoists fled from the spot Kashyaps body was recovered during the search while an INSAS Indian Small Arms System rifle a 12 bore gun one radio set and few other items were recovered he said
FALSE,A homeopathic Ahmadi doctor identified as Dr Chaudry Abdul Khaleeq 50 was shot dead in his clinic in the Abul Hasan Isphani area of Sikander Goth in Gulshan e Iqbal Town of Karachi the provincial capital of Sindh on June 20 reports Dawn Malir Senior Superintendent of Police SSP Rao Anwar confirmed the incident
FALSE,The Pakistani leadership defines terrorism differently than the United States US Government and is unlikely to act against all terrorist groups as demanded by Washington Pakistan s former ambassador to US Husain Haqqani said on September 26 reports Times of India In an article in the journal American Interest Haqqani said that Pakistani leaders view of their country s interests in Afghanistan differ vastly from those of the US and that limits the prospects of cooperation in ending the Afghan war Pakistan s leadership defines terrorism differently than the US government and thus is unlikely to act against all terrorist groups as Secretary of State Mike Pompeo demanded Haqqani who is now the Director for South and Central Asia at Washington based Hudson Institute said Pakistan s Foreign Minister Shah Mahmood Qureshi is scheduled to meet Pompeo on October 2 to further discussions initiated during the Secretary of State s brief stopover in Islamabad on September 5 while on his way to India US diplomats have spent almost three decades trying to lure Pakistan s decision makers into seeing things their way Haqqani observed adding that this Pakistan s leadership defines terrorism differently than the US govt and thus is unlikely to act against all terrorist groups Haqqani said
FALSE,Once thriving adventure tourism in Pakistan occupied Kashmir PoK has seen a sharp decline over the past four years reports Dawn on April 18 Since 2013 an additional challenge has been staring the mountaineers attracted to the largest cluster of daunting peaks in the region That year terrorists killed 11 climbers at their base camp at the foot of the mighty Nanga Parbat According to the Alpine Club of Pakistan ACP the number of mountaineering expeditions daring to come for climbing the five highest peaks K2 Nanga Parbat Broad Peak and Gasherbrum I and II has been declining Sadly the disturbing trend continues  regrets the APC president retired Colonel Manzoor Hussain Last year some 34 expeditions came to Pakistan compared to nearly 70 plus groups before the incident
FALSE,Former Prime Minister PM and Pakistan Muslim League Nawaz PML N President Nawaz Sharif met incumbent PM Shahid Khaqan Abbasi on December 21 and agreed to address the concerns of Jamiat Ulema e Islam JUI F Chief Maulana Fazlur Rehman over Federally Administered Tribal Areas FATA reforms reports The Nation Chief Minister Punjab Shahbaz Sharif and other senior leaders of PML N were also present in the meeting
FALSE,Civil Society Organisations and different students bodies on June 15 staged a joint sit in at Keishampat Leimajam Leikai community hall in Imphal West District demanding implementation of Inner Line Permit System ILPS and decrying the wanted tag on Khomdram Ratan former Joint Committee on the Inner Line Permit System JCILPS convenor reports The Sangai Express Police fired tear gas as the protesters tried to storm the Chief Ministers CM office after the demonstration A scuffle erupted between the Police and the protesters in the process The protesting women lay down on the streets of Keishampat shouting slogans like Implement ILPS in the State Go back foreigners Long live Manipur and We condemn wanted tag on Kh Ratan etc as Police attempted to stop them from marching towards the CMs officeMeanwhile Churachandpur based Joint Action Committee against Anti Tribal Bills JAC in a meeting with families of the nine tribal martyrs on June 14 resolved to send a delegation comprising these families along with tribal village chiefs and tribal council leaders to Delhi to seek justice for the martyrs on the occasion of the 300th day of the movement a press release said reports The Assam Tribune
FALSE,Five Taliban militants were killed in a drone strike conducted by the United States US in Yamnai Khel area in Zurmat District of Paktia Province reports Khaama Press on October 28
FALSE,Two Communist Party of India Maoist CPI Maoist cadres including one carrying a reward of INR 100 000on his head were arrested by security personnel during patrolling in a forest in West Singhbhum District of Jharkhand on November 17 reports India com The security personnel arrested them during long range patrolling from Kotsona forest following a tip off that some of the Maoist top leaders have assembled there to execute a plan They arrestedMaoist leaders are identified as Budhram Munda and Sanatan Kandir Police also seized Maoist letters and posters from their possession During interrogation the arrested Maoists confessed to the Police that they were carrying letters from Boyda Pahan a Maoist commander operating in Silli area near Ranchi for delivery to ultra Left leaders Amit Munda and Maharaj Pramanik Three cases including those of murder and attempt to murder are pending against Sanatan Kandir while the Khunti District administration has announced a reward of INR 100 000on Mundas head
FALSE,The insurgency related civilian casualties declined in all states except in Assam where it increased from nine in 2015 to 29 in 2016 reports Assam Tribune on March 26 Additionally the number of abductions also decreased in the region from 267 in 2015 to 168 in 2016 Counter Insurgency operations led to the killing of 87 militants arrest of 1202 and recovery of 605 arms in 2016 in the region In Assam insurgency related violence continued to decline and the year 2016 witnessed the lowest number of insurgency incidents since 1997 During the period 2014 to 2016 873 cadres and linkmen of National Democratic Front of Bodoland Saoraigwra NDFB S have been arrested and 50 cadres have been neutralized in operations
FALSE,Police on January 29 filed a charge sheet against Lashkar e Toiba LeT and 11 people for conspiring and carrying out the attack on a bus in which Amarnath Yatra pilgrims were travelling that left eight pilgrims dead on July 10 2017 reports Daily Excelsior The 1 600 page charge sheet was filed under various Sections of Ranbir Penal Code RPC and the anti terror Unlawful Activities Prevention Act UAPA before a sessions court at Anantnag The probe into the incident was completed in a record six months by the Special Investigating Team SIT headed by Deputy Inspector General of Police South Kashmir S P Pani after the first arrest was made in the case The 11 people in the charge sheet include a juvenile The charge sheet against the juvenile was filed before Chief Judicial Magistrate Juvenile Court at Anantnag in South Kashmir and he is on bail The SIT during the course of investigation has established that LeT was involved in the attack It on the basis of evidences collected during the course of investigation established involvement of 11 people of which four persons including a juvenile were arrested while three are still at large The main accused Abu Ismail alias Haroon a Pakistani National was killed in an encounter in Arigam Nowgam in Srinagar on September 14 2017 and Yawar Bashir alias Ayaan Bashir Ahmad Wani of Habilsh Devsar and Maaviya and Furqaan of Pakistan were killed in an encounter at Qazigund Three accused Khalid Muzafar Dar of Rehpora Khudwani Tanveer Ahmad Dar of Rehpora Khudwani and Sarjeel Ahmad Shiekh of Khudwani are absconding Three arrested persons including a juvenile are Aijaz Ahmad Wagay son of Ghulam Qadir Wagay of Poshkreri Srigufwara Bilal Ahmad Reshi son of Mushtaq Ahmad Reshi of Iqbal Market Bijbehara and Zahoor Ahmad Sheikh son of Mohammad Maqbool Sheikh of Sheikh Mohalla Khudwani Kulgam Police said that the SIT during the investigation has found incontrovertible evidences and brought it on record establishing complicity of accused persons in the case
FALSE,Election Commission EC Spokesperson Surya Prasad Sharma said that 81 parties have been registered with the EC showing their interest to contest in the upcoming local election slated for May 14 reports Republica on March 2 today The deadline given by the EC to political parties for registration expired on Wednesday March 1 A total of 81 parties have applied for registration The poll date will be affected if we extend the deadline for party registration said Sharma
FALSE,A 48 hour state wide general strike has been called from midnight of August 18 in protest against the arrest of former Convenor of Joint Committee on Inner Line Permit System JCILPS Khomdram Ratan reports The Assam Tribune The strike was called by Joint Action Committee JAC constituted against declaration of former JCILPS Convenor Khomdram Ratan as a wanted man Co convenor of JAC Kshetrimayum Thoiba made an announcement in this regard at a hurriedly called press conference in Imphal on August 18 In the meantime Khomdram Ratan former Convenor of JCILPS who was declared a wanted man with a cash reward of INR 500 000 to anyone who can provide information leading to his arrest on charges of indulging in prejudicial activities against the State was produced before the court on August 18 and remanded in judicial custody till August 26 On August 17 Ratan came out of hiding and took part in the ongoing relay hunger strike here demanding introduction of Inner Line Permit ILP system in Manipur However Police commandos arrested him
FALSE,Militants fled away with four rifles from a Police Post in Kulgam District on May 8 reports Daily Excelsior All the four Police have been suspended and taken into custody for questioning and Security Forces SFs have launched massive searches against the militants responsible for it Police said that militants fled away with four rifles two Self Loading Rifles SLRs and two INSAS Indian Small Arms System rifles five magazines and 150 rounds from a Police Post guarding the minority community in Adijan area in the District Sources said that the atleast 7 militants surrounded the post and fled with the box in which these weapons and ammunition was stored Sources said that the militants of Hizbul Mujahideen HM are mostly involved in weapons snatching from the Police Posts guarding minorities in South Kashmir The militants conduct recce several times before snatching the weapons They said that the militants resort to weapon snatching as they face shortage of weapons
FALSE,Two Keralites who allegedly joined terror groups in 2016 have reportedly been killed in air strikes by the United States US in Syria and Afghanistan The Hindu reports on May 1 They were identified as Yahya and Abu Thahir both hailing from Palakkad District of Kerala Yahya had reportedly joined Islamic State IS and Abu Thahir the al Qaeda Police said They were among 21 people from Kerala including women and children who travelled to West Asia and went missing in 2016 Police said they received an information on April 30 night about the death of Thahir in Syria A message received by a social worker in Kasargod said Yahya has been martyred while fighting in Afghanistan  He was killed while fighting the U S forces  the message read It however did not say when he was killed
FALSE,The prosecution on March 20 pressed three charges against six absconding war crimes suspects from Sundarganj in Gaibandha District reports New Age They include former Jamaat e Islami JeI Member of Parliament MP Abu Saleh Muhamad Abdul Aziz Mia 65 Salehs accomplices Ruhul Amin alias Manju 61 Abdul Latif 61 Abu Muslim Muahamad Ali 59 Najmul Huda 60 and Abdur Rahim Mia 62 Prosecutor Syed Sayedul Huq Sumon pressed the charges in the International Crimes Tribunal 1 ICT 1 through the registrar The charges they face include murdering a Hindu villager of Moujamali under Gaibandha Sadar thana after looting his house murdering a Chhatra League leader and five chairmen and eight members of five union councils under the Sundarganj thana
FALSE,Netra Bikram Chandled Communist Party of NepalMaoist CPNMaoist has intensified its extortion drive from businesspersons and institutions both within Kathmandu Valley and beyond creating terror among them reports Republica on February 15 Businesspersons who were subjected to demands for hefty donations complained that the amounts demanded by the Maoists range from a few hundred thousand rupees to millions We are living under constant fear of the possible eventualities as we are not in a position to pay such hefty amounts in the name of donations  said one businessperson on condition of anonymity Not just businessperson the Chandled Maoists have extended their extortion drive to various institutions also A group of party cadres recently visited the office of the Pashupati Area Development Trust PADT and demanded money from Member Secretary Govinda Tandon as donation They came to me and said the PADT must provide money to the party  Tandon said adding that they did not mention any specific amount
FALSE,the United Kuki Liberation Front UKLF on January 5 categorically stated that it was not involved in any manner in the ambush against State Police ahead of Chief Minister Okram Ibobi Singhs visit to Tengnoupal Tengnoupal District near Lokchao along Imphal Moreh highway on December 15 reports The Sangai Express Speaking to a team of media persons at an undisclosed location in Chandel district on January 5 UKLF home secretary Daniel Thadou said that the Kuki National Liberation Front KNLF chairman had merged with the UNLF on his own volition Daniel contended that the UKLF was not involved in the Lokchao ambush and the State Police and its intelligence agencies would know the truth Earlier KNLF general secretary Lalmoi Haokip alleged that the Lokchao ambush was carried out by UKLF at the instruction of Isak Muivah faction of National Socialist Council of Nagaland NSCN IM Flatly rejecting Lalmois allegation Daniel said that the same allegation was baseless and fabricated The UKLF has a suspicion that the Lokchao ambush was carried out by a gang of criminals led by Lalmoi Daniel said
FALSE,A group of protesters including the Northern Provincial councilor K Shivajilingam held a discussion with President Maithripala Sirisena on October 19 at the Presidential Secretariat regarding the Tamil prisoners reports Colombo Page The group including councilor K Shivajilingam staged a protest demonstration carrying black flags when President Sirisena was visiting Jaffna on October 14 A small group of people demanding the transfer of three Tamil prisoners who have been sent from the Vavuniya Prison to the Anuradhapura Prison back to Vavuniya Prison staged a protest along the road waving black flags The President asked the demonstrators to visit Colombo and discuss any problems with him to find ways and means to settle them
FALSE,Prime Minister Rani Wickremesinghe in a message to celebrate the Hindu festival Maha Siva Rathri on February 24 said Maha Siva Rathri is a deeply symbolic of co existence and harmony among all and is also an ideal time for reflection reports Colombo Page He said The Hindus believe that Maha Siva Rathri is the favored night of Lord Shiva it is spent in the company of friends and family amidst great fellowship The celebrations associated with this special day are centered on art forms and cultural pursuits since Maha Siva Rathri is also linked to the dance of Lord Shiva Throughout this sacred night the Hindus spend time engaged in meditation and charity in pursuit of spiritual liberty As a much revered occasion that highlights the values of spiritual enlightenment and culture the Maha Siva Rathri Day is deeply symbolic of co existence and harmony among all and is also an ideal time for reflection 
FALSE,Describing Pakistans crackdown against Jaish e Muhammad JeM operatives linked to the Pathankot attack as an important and positive first step India and Pakistan agreed on January 14 to reschedule Foreign Secretary level talks planned for January 15 and hold them in the very near future reports Indian Express In a first India also agreed to host Pakistans Special Investigation Team SIT which has been formed by Pakistan Prime Minister Nawaz Sharif Indian intelligence agencies will cooperate with their Pakistan counterparts
FALSE,In an operation carried out by Bashar al Assads Free Syrian Army FSA a group of Maldivian insurgents who are actively participants in the Syrian civil war has been detained by the Syrian Police reports The Edition on August 19 Reportedly around 10 Maldivian insurgents among 650 combatants were detained by the Syrian Police Most of the Maldivian insurgents are joining Islamic State IS and Tahrir al Sham A group of Maldivian insurgents belonging to Tahrir al Sham abducted another Maldivian and carried out his execution by beheading in July 2018 The victim was a member of IS and identified as Ahmed Zubair aka Zubba who was also member of a religious extremist group—Dot Com that previously existed in Male Maldives
FALSE,Prime Minister PM Ranil Wickremesinghe on October 7 said that the demand by the Northern Province Chief Minister CM C V Wigneswaran for a federal solution to Tamil ethnic issue in the new Constitution is irrelevant since it is the Parliament that makes a Constitution reports Colombo Page He said Anyone is free to air their views but the Constitution making process is the work of parliament All of us in this House can express our views to the committee
FALSE,A 26 year old man identified as A Shaikh was detained in Khargone District of Madhya Pradesh by the Maharashtra Anti Terrorism Squad ATS in connection with a case related to Islamic State IS on March 14 reports Hindustan Times He is being brought to Mumbai for questioning a senior Police official said here According to Police Shaikh who has completed his M Tech was allegedly in constant touch with one of the accused in the case who was earlier arrested for his alleged links with the banned terror group Shaikh has not been placed under arrest so far We are examining his role in the case  the official said without elaborating further More details are awaited
FALSE,Coordinator to the United Nations UN Una Makoli and Ambassador of the European Union EU Toolai Margue during a meeting with the Chief Minister of the Northern Province C V Wigneswaran on their tour of Jaffna on February 15 pledged their cooperation to promote reconciliation between all communities in Sri Lanka reports Daily Mirror The visiting delegates had a lengthy discussion with the Chief Minister on the present political situation of Sri Lanka and also the affairs of the Northern Provincial Council Among the matters that had been discussed was the necessity of a power sharing through the new constitution and also the additional powers the Northern Provincial council would be vested with
